entryid,gridref,datestamp,transcription
"""580354b82c66dcab3d07582d""","{""type"":""Point"",""coordinates"":[-0.061819553375244,51.5135166756451]}","""2016-10-17T10:48:59.626+00:00""","[""CANNON STREET"",""CANNON STREET""]"
"""580354c02c66dcab3d075831""","{""type"":""Point"",""coordinates"":[-0.062828063964844,51.5124283317781]}","""2016-10-17T10:48:41.096+00:00""","[""WILLIAM ST."",""WILLIAM ST""]"
"""580356d92c66dcab3d07590e""","{""type"":""Point"",""coordinates"":[-0.063471794128418,51.5129558145682]}","""2016-10-17T10:48:48.968+00:00""","[""Ch."",""Ch""]"
"""580356e12c66dcab3d075911""","{""type"":""Point"",""coordinates"":[-0.065467357635498,51.5139239632895]}","""2016-10-17T10:17:48.318+00:00""","[""Sch."",""Sch""]"
"""580357562c66dcab3d07596a""","{""type"":""Point"",""coordinates"":[-0.062538385391235,51.5135099987681]}","""2016-10-17T10:48:54.041+00:00""","[""Chap."",""Chap""]"
"""5803575e2c66dcab3d07596e""","{""type"":""Point"",""coordinates"":[-0.062195062637329,51.5125819033473]}","""2016-10-17T10:48:44.893+00:00""","[""Sch."",""Sch""]"
"""5803576c2c66dcab3d075976""","{""type"":""Point"",""coordinates"":[-0.062023401260376,51.5121812807762]}","""2016-10-17T10:48:34.875+00:00""","[""Sch."",""Sch""]"
"""580357892c66dcab3d075986""","{""type"":""Point"",""coordinates"":[-0.054996013641357,51.5135166756451]}","""2016-10-17T10:51:53.338+00:00""","[""DEAN ST."",""DEAN ST""]"
"""580357bb2c66dcab3d0759b4""","{""type"":""Point"",""coordinates"":[-0.05592405796051,51.5134165223878]}","""2016-10-19T15:53:37.843+00:00""","[""BLAKESLEY STREET"",""CLAKESLEY STREET"",""CLAKSSLEY STREET""]"
"""580358dd2c66dcab3d075ae6""","{""type"":""Point"",""coordinates"":[-0.028270483016968,51.5084152563931]}","""2016-10-17T13:54:13.343+00:00""","[""PARK STREET"",""PARK STREET""]"
"""5803590d2c66dcab3d075b07""","{""type"":""Point"",""coordinates"":[-0.028442144393921,51.5089561407416]}","""2016-10-17T13:54:17.095+00:00""","[""Sch."",""Sch""]"
"""5803599c2c66dc15cf000246""","{""type"":""Point"",""coordinates"":[-0.035330057144165,51.5095237285236]}","""2016-10-17T13:53:09.91+00:00""","[""DOCK"",""DOCK""]"
"""580359a62c66dcab3d075bab""","{""type"":""Point"",""coordinates"":[-0.033527612686157,51.5099711162624]}","""2016-10-21T07:37:40.576+00:00""","[""Schs,"",""Schs"",""Schs.""]"
"""580359b32c66dcab3d075bbc""","{""type"":""Point"",""coordinates"":[-0.032368898391724,51.5097707939374]}","""2016-10-17T13:53:15.856+00:00""","[""Brewery"",""Brewery""]"
"""580359bd2c66dcab3d075bc4""","{""type"":""Point"",""coordinates"":[-0.031092166900635,51.510465240898]}","""2016-10-17T13:53:30.901+00:00""","[""Chap."",""Chap""]"
"""58035aba2c66dcab3d075cb9""","{""type"":""Point"",""coordinates"":[-0.027991533279419,51.5109927464186]}","""2016-10-21T07:37:59.624+00:00""","[""RICH STREET"",""HIGH STREET"",""RICH STREET""]"
"""58035ac82c66dcab3d075cc6""","{""type"":""Point"",""coordinates"":[-0.026789903640747,51.51057875526]}","""2016-10-17T13:54:28.384+00:00""","[""WEST INDIA DOCK ROAD"",""WEST INDIA DOCK ROAD""]"
"""58035adb2c66dcab3d075cdb""","{""type"":""Point"",""coordinates"":[-0.024783611297607,51.5090696588637]}","""2016-10-17T13:54:35.643+00:00""","[""B.Ss"",""BSs""]"
"""58035ae42c66dcab3d075ce7""","{""type"":""Point"",""coordinates"":[-0.023399591445923,51.5088225896476]}","""2016-10-17T13:54:41.276+00:00""","[""Church"",""Church""]"
"""58035af52c66dcab3d075d01""","{""type"":""Point"",""coordinates"":[-0.034085512161255,51.5105053048227]}","""2016-10-17T13:53:27.004+00:00""","[""MAIZE ROW"",""MAIZE ROW""]"
"""58035b002c66dcab3d075d11""","{""type"":""Point"",""coordinates"":[-0.031102895736694,51.5112464810758]}","""2016-10-17T13:55:18.282+00:00""","[""Limehouse Station"",""Limehouse Station""]"
"""58035b052c66dcab3d075d17""","{""type"":""Point"",""coordinates"":[-0.030823945999146,51.5117940089419]}","""2016-10-17T13:55:23.1+00:00""","[""Church"",""Church""]"
"""58035b0c2c66dcab3d075d21""","{""type"":""Point"",""coordinates"":[-0.031242370605469,51.5122213431919]}","""2016-10-17T13:55:29.781+00:00""","[""Town Hall"",""Town Hall""]"
"""58035b142c66dcab3d075d29""","{""type"":""Point"",""coordinates"":[-0.033731460571289,51.5121011558392]}","""2016-10-19T15:56:13.15+00:00""","[""R.C. Chap."",""R C Chap"",""R.C.Chap.""]"
"""58035b182c66dcab3d075d2d""","{""type"":""Point"",""coordinates"":[-0.032873153686523,51.5123214990768]}","""2016-10-17T13:55:37.403+00:00""","[""M.P"",""MP""]"
"""58035b1d2c66dcab3d075d35""","{""type"":""Point"",""coordinates"":[-0.034568309783936,51.5123682384145]}","""2016-10-17T13:55:50.197+00:00""","[""Chap."",""Chap""]"
"""58035b232c66dcab3d075d3b""","{""type"":""Point"",""coordinates"":[-0.035662651062012,51.5114534740915]}","""2016-10-17T13:48:35.982+00:00""","[""Jetties"",""Jetties""]"
"""58035b282c66dcab3d075d45""","{""type"":""Point"",""coordinates"":[-0.037872791290283,51.5114935371472]}","""2016-10-17T13:48:32.858+00:00""","[""Jetties"",""Jetties""]"
"""58035b352c66dcab3d075d5a""","{""type"":""Point"",""coordinates"":[-0.038183927536011,51.5112731899048]}","""2016-10-17T13:48:25.099+00:00""","[""REGENT'S CANAL DOCK"",""REGENT'S CANAL DOCK""]"
"""58035b4d2c66dcab3d075d6f""","{""type"":""Point"",""coordinates"":[-0.03771185874939,51.5120944787548]}","""2016-10-17T13:48:50.24+00:00""","[""G.E.R. LONDON & BLACKWALL RY."",""GER LONDON & BLACKWALL RY""]"
"""58035b7f2c66dcab3d075dac""","{""type"":""Point"",""coordinates"":[-0.069469213485718,51.5159136112365]}","""2016-10-17T10:15:32.18+00:00""","[""CHURCH LANE"",""CHURCH LANE""]"
"""58035b892c66dcab3d075dc3""","{""type"":""Point"",""coordinates"":[-0.067977905273437,51.5161072300542]}","""2016-10-17T10:15:38.726+00:00""","[""UNION STREET"",""UNION STREET""]"
"""58035b9a2c66dcab3d075de1""","{""type"":""Point"",""coordinates"":[-0.066701173782349,51.5169417845043]}","""2016-10-17T10:16:21.583+00:00""","[""FIELDGATE ST."",""FIELDGATE ST""]"
"""58035ba32c66dcab3d075df0""","{""type"":""Point"",""coordinates"":[-0.064877271652222,51.5169684899942]}","""2016-10-17T10:16:27.793+00:00""","[""CHARLOTTE STREET"",""CHARLOTTE STREET""]"
"""58035bac2c66dcab3d075dfe""","{""type"":""Point"",""coordinates"":[-0.062699317932129,51.5172756020028]}","""2016-10-17T10:49:59.598+00:00""","[""NEW ROAD"",""NEW ROAD""]"
"""58035bbb2c66dcab3d075e12""","{""type"":""Point"",""coordinates"":[-0.064212083816528,51.5158535224706]}","""2016-10-17T10:17:13.052+00:00""","[""FORDHAM STREET"",""FORDHAM STREET""]"
"""58035bc82c66dcab3d075e23""","{""type"":""Point"",""coordinates"":[-0.064716339111328,51.5165144945361]}","""2016-10-17T10:16:54.419+00:00""","[""SETTLES STREET"",""SETTLES STREET""]"
"""58035bdb2c66dcab3d075e41""","{""type"":""Point"",""coordinates"":[-0.06366491317749,51.51650114166]}","""2016-10-17T10:17:05.818+00:00""","[""MYRDLE STREET"",""MYRDLE STREET""]"
"""58035be72c66dcab3d075e53""","{""type"":""Point"",""coordinates"":[-0.061540603637695,51.5160538180488]}","""2016-10-17T10:49:30.115+00:00""","[""WALDEN STREET"",""WALDEN STREET""]"
"""58035bed2c66dcab3d075e5f""","{""type"":""Point"",""coordinates"":[-0.060456991195679,51.5153060433962]}","""2016-10-19T15:53:59.953+00:00""","[""NELSON ST,"",""NELSON STREET"",""NELSON ST.""]"
"""58035bf42c66dcab3d075e66""","{""type"":""Point"",""coordinates"":[-0.064351558685303,51.5148653847274]}","""2016-10-17T10:17:22.765+00:00""","[""Ch."",""Ch""]"
"""58035bfc2c66dcab3d075e6e""","{""type"":""Point"",""coordinates"":[-0.066765546798706,51.5159069347108]}","""2016-10-17T10:16:32.943+00:00""","[""Sch."",""Sch""]"
"""58035c042c66dcab3d075e7c""","{""type"":""Point"",""coordinates"":[-0.065338611602783,51.516200700913]}","""2016-10-17T10:16:40.371+00:00""","[""Sch."",""Sch""]"
"""58035c0b2c66dcab3d075e84""","{""type"":""Point"",""coordinates"":[-0.069340467453003,51.5161873479449]}","""2016-10-17T10:15:55.102+00:00""","[""Church"",""Church""]"
"""58035c122c66dcab3d075e8a""","{""type"":""Point"",""coordinates"":[-0.06966233253479,51.5147184975572]}","""2016-10-17T10:10:20.676+00:00""","[""Sch."",""Sch""]"
"""58035c162c66dcab3d075e91""","{""type"":""Point"",""coordinates"":[-0.071314573287964,51.5129157527985]}","""2016-10-17T10:09:26.571+00:00""","[""Ch."",""Ch""]"
"""58035c212c66dcab3d075e9d""","{""type"":""Point"",""coordinates"":[-0.071303844451904,51.5143713078173]}","""2016-10-19T15:51:55.742+00:00""","[""Sch."",""Schs"",""Schs.""]"
"""58035c2d2c66dcab3d075ea8""","{""type"":""Point"",""coordinates"":[-0.071132183074951,51.5163342303786]}","""2016-10-17T10:10:49.888+00:00""","[""Sch."",""Sch""]"
"""58035c482c66dcab3d075ec8""","{""type"":""Point"",""coordinates"":[-0.063450336456299,51.5179031722767]}","""2016-10-17T10:16:11.754+00:00""","[""Syn."",""Syn""]"
"""58035c942c66dcab3d075f29""","{""type"":""Point"",""coordinates"":[-0.062409639358521,51.5176828560379]}","""2016-10-17T10:50:04.11+00:00""","[""GREEN ST."",""GREEN ST""]"
"""58035ca62c66dcab3d075f3d""","{""type"":""Point"",""coordinates"":[-0.067301988601685,51.5171220462573]}","""2016-10-17T10:15:50.413+00:00""","[""WHITECHAPEL ROAD"",""Whitechapel Road""]"
"""58035cc52c66dcab3d075f5a""","{""type"":""Point"",""coordinates"":[-0.061025619506836,51.5169618136232]}","""2016-10-17T10:49:51.279+00:00""","[""NEWARK STREET"",""NEWARK STREET""]"
"""58035cce2c66dcab3d075f6a""","{""type"":""Point"",""coordinates"":[-0.059480667114258,51.5167615220378]}","""2016-10-17T10:51:04.915+00:00""","[""PHILPOT ST."",""PHILPOT ST""]"
"""58035cd32c66dcab3d075f6e""","{""type"":""Point"",""coordinates"":[-0.058611631393433,51.5164744358961]}","""2016-10-17T10:51:10.662+00:00""","[""Hall"",""Hall""]"
"""58035cd82c66dcab3d075f7a""","{""type"":""Point"",""coordinates"":[-0.058279037475586,51.5162140538772]}","""2016-10-17T10:51:14.427+00:00""","[""Chap."",""Chap""]"
"""58035ceb2c66dcab3d075f8d""","{""type"":""Point"",""coordinates"":[-0.060392618179321,51.5165745824301]}","""2016-10-17T10:49:43.221+00:00""","[""RUTLAND STREET"",""RUTLAND STREET""]"
"""58035cf62c66dcab3d075f9b""","{""type"":""Point"",""coordinates"":[-0.060060024261475,51.5174959202116]}","""2016-10-17T10:50:30.135+00:00""","[""OXFORD STREET"",""OXFORD STREET""]"
"""58035cff2c66dcab3d075fa7""","{""type"":""Point"",""coordinates"":[-0.059909820556641,51.5184038870379]}","""2016-10-17T10:50:22.374+00:00""","[""LONDON HOSPITAL"",""LONDON HOSPITAL""]"
"""58035d052c66dcab3d075fae""","{""type"":""Point"",""coordinates"":[-0.060392618179321,51.5177162373547]}","""2016-10-17T10:50:37.044+00:00""","[""Coll."",""Coll""]"
"""58035d242c66dcab3d075fd5""","{""type"":""Point"",""coordinates"":[-0.061111450195313,51.5156599025744]}","""2016-10-17T10:49:21.64+00:00""","[""VARDEN STREET"",""VARDEN STREET""]"
"""58035d312c66dcab3d075fe6""","{""type"":""Point"",""coordinates"":[-0.058096647262573,51.5186509042925]}","""2016-10-17T10:54:36.803+00:00""","[""RAVEN ROW"",""RAVEN ROW""]"
"""58035d3a2c66dcab3d075fef""","{""type"":""Point"",""coordinates"":[-0.056412220001221,51.5176294458801]}","""2016-10-17T10:54:24.389+00:00""","[""OXFORD STREET"",""OXFORD STREET""]"
"""58035d442c66dcab3d075ffe""","{""type"":""Point"",""coordinates"":[-0.05518913269043,51.5181301636506]}","""2016-10-17T10:55:08.661+00:00""","[""HAWKINS STREET"",""HAWKINS STREET""]"
"""58035d4b2c66dcab3d076009""","{""type"":""Point"",""coordinates"":[-0.055274963378906,51.5186041714011]}","""2016-10-17T10:55:03.035+00:00""","[""LINDLEY STREET"",""LINDLEY STREET""]"
"""58035d522c66dcab3d076011""","{""type"":""Point"",""coordinates"":[-0.055543184280396,51.5181902494131]}","""2016-10-17T10:54:31.178+00:00""","[""SIDNEY STREET"",""SIDNEY STREET""]"
"""58035d652c66dcab3d076028""","{""type"":""Point"",""coordinates"":[-0.055446624755859,51.5153060433962]}","""2016-10-17T10:51:29.345+00:00""","[""SIDNEY ST."",""SIDNEY ST""]"
"""58035d6c2c66dcab3d076034""","{""type"":""Point"",""coordinates"":[-0.054749250411987,51.5147452043506]}","""2016-10-17T10:51:36.036+00:00""","[""ANTCLIFF ST."",""ANTCLIFF ST""]"
"""58035d762c66dcab3d07603c""","{""type"":""Point"",""coordinates"":[-0.054695606231689,51.5156599025744]}","""2016-10-17T10:51:42.24+00:00""","[""GARDOM ST."",""GARDOM ST""]"
"""58035d832c66dcab3d076052""","{""type"":""Point"",""coordinates"":[-0.055232048034668,51.516380965599]}","""2016-10-19T15:54:23.302+00:00""","[""SIDNEY SQUARE"",""SIDNEY"",""SIDNEY SQUARE""]"
"""58035d8b2c66dcab3d07605c""","{""type"":""Point"",""coordinates"":[-0.055167675018311,51.5162340833161]}","""2016-10-17T10:53:55.24+00:00""","[""CLARK STREET"",""CLARK STREET""]"
"""58035db42c66dcab3d07608a""","{""type"":""Point"",""coordinates"":[-0.056058168411255,51.515272660313]}","""2016-10-17T10:51:21.229+00:00""","[""Sch."",""Sch""]"
"""58035dbd2c66dcab3d076098""","{""type"":""Point"",""coordinates"":[-0.060049295425415,51.5172155150336]}","""2016-10-17T10:50:46.021+00:00""","[""Church"",""Church""]"
"""58035dc32c66dcab3d0760a8""","{""type"":""Point"",""coordinates"":[-0.058343410491943,51.5171554279852]}","""2016-10-17T10:50:50.357+00:00""","[""Sch."",""Sch""]"
"""58035dd42c66dcab3d0760c2""","{""type"":""Point"",""coordinates"":[-0.050339698791504,51.5152993667815]}","""2016-10-17T13:36:50.119+00:00""","[""CHARLES STREET"",""CHARLES STREET""]"
"""58035ddd2c66dcab3d0760d1""","{""type"":""Point"",""coordinates"":[-0.04968523979187,51.5164944652205]}","""2016-10-17T13:35:58.983+00:00""","[""PATTISON ST."",""PATTISON ST""]"
"""58035de52c66dcab3d0760d9""","{""type"":""Point"",""coordinates"":[-0.048773288726807,51.5162741421675]}","""2016-10-17T13:36:07.767+00:00""","[""APSLEY ST."",""APSLEY ST""]"
"""58035df72c66dcab3d0760f7""","{""type"":""Point"",""coordinates"":[-0.050908327102661,51.5151992174437]}","""2016-10-17T13:37:01.76+00:00""","[""EXMOUTH STREET"",""EXMOUTH STREET""]"
"""58035e032c66dcab3d07610a""","{""type"":""Point"",""coordinates"":[-0.053118467330933,51.5158935816567]}","""2016-10-17T13:28:13.556+00:00""","[""JUBILEE STREET"",""JUBILEE STREET""]"
"""58035e122c66dcab3d076120""","{""type"":""Point"",""coordinates"":[-0.051991939544678,51.5157400212519]}","""2016-10-17T13:28:23.25+00:00""","[""DEMPSEY STREET"",""DEMPSEY STREET""]"
"""58035e1e2c66dcab3d07612f""","{""type"":""Point"",""coordinates"":[-0.051949024200439,51.5185240577615]}","""2016-10-17T13:28:46.099+00:00""","[""SMITH STREET"",""SMITH STREET""]"
"""58035ec32c66dcab3d07622a""","{""type"":""Point"",""coordinates"":[-0.045243501663208,51.5175626830948]}","""2016-10-17T13:43:22.175+00:00""","[""LATIMER ST."",""LATIMER ST""]"
"""58035ecc2c66dcab3d07623e""","{""type"":""Point"",""coordinates"":[-0.046874284744263,51.5186709326598]}","""2016-10-17T13:44:14.474+00:00""","[""OLEY PLACE"",""OLEY PLACE""]"
"""58035ed92c66dcab3d076254""","{""type"":""Point"",""coordinates"":[-0.04993200302124,51.5155998134737]}","""2016-10-17T13:36:18.847+00:00""","[""JAMAICA STREET"",""JAMAICA STREET""]"
"""58035ee82c66dcab3d076266""","{""type"":""Point"",""coordinates"":[-0.052464008331299,51.5164677594527]}","""2016-10-17T13:28:27.949+00:00""","[""Sch."",""Sch""]"
"""58035eef2c66dcab3d076270""","{""type"":""Point"",""coordinates"":[-0.051423311233521,51.5174558624347]}","""2016-10-17T13:28:34.586+00:00""","[""Chap."",""Chap""]"
"""58035ef42c66dcab3d076278""","{""type"":""Point"",""coordinates"":[-0.049985647201538,51.5183304492174]}","""2016-10-17T13:28:52.238+00:00""","[""Ch."",""Ch""]"
"""58035f0a2c66dcab3d07629b""","{""type"":""Point"",""coordinates"":[-0.044717788696289,51.5181101350454]}","""2016-10-17T13:43:42.745+00:00""","[""Sch."",""Sch""]"
"""58035f0f2c66dcab3d0762a2""","{""type"":""Point"",""coordinates"":[-0.044224262237549,51.5178364098926]}","""2016-10-17T13:43:37.889+00:00""","[""Sch."",""Sch""]"
"""58035f152c66dcab3d0762a7""","{""type"":""Point"",""coordinates"":[-0.044481754302979,51.5182837159973]}","""2016-10-17T13:43:47.763+00:00""","[""Syn."",""Syn""]"
"""58035f432c66dcab3d0762e9""","{""type"":""Point"",""coordinates"":[-0.044631958007812,51.5166279938249]}","""2016-10-17T13:42:48.539+00:00""","[""Chap."",""Chap""]"
"""58035f472c66dcab3d0762f1""","{""type"":""Point"",""coordinates"":[-0.047378540039062,51.5167815512359]}","""2016-10-17T13:31:43.383+00:00""","[""Chap."",""Chap""]"
"""5803b2222c66dcab3d07abe3""","{""type"":""Point"",""coordinates"":[-0.048322677612305,51.5144514287614]}","""2016-10-17T13:38:13.085+00:00""","[""ARBOUR SQUARE"",""ARBOUR SQUARE""]"
"""5803b22a2c66dcab3d07abe9""","{""type"":""Point"",""coordinates"":[-0.048537254333496,51.5143713078173]}","""2016-10-17T13:38:17.873+00:00""","[""ARBOUR SQ."",""ARBOUR SQ""]"
"""5803b2322c66dcab3d07abf3""","{""type"":""Point"",""coordinates"":[-0.047357082366943,51.514271156439]}","""2016-10-17T13:38:22.752+00:00""","[""ARBOUR SQ."",""ARBOUR SQ""]"
"""5803b23d2c66dcab3d07abfd""","{""type"":""Point"",""coordinates"":[-0.047646760940552,51.5155664306058]}","""2016-10-17T13:37:55.46+00:00""","[""EAST ARBOUR ST."",""EAST ARBOUR ST""]"
"""5803b2462c66dcab3d07ac05""","{""type"":""Point"",""coordinates"":[-0.048784017562866,51.5156131666141]}","""2016-10-17T13:37:46.119+00:00""","[""WEST ARBOUR ST."",""WEST ARBOUR ST""]"
"""5803b24d2c66dcab3d07ac0b""","{""type"":""Point"",""coordinates"":[-0.043977499008179,51.5147385276537]}","""2016-10-17T13:42:20.149+00:00""","[""ALBANY ST."",""ALBANY ST""]"
"""5803b2632c66dcab3d07ac17""","{""type"":""Point"",""coordinates"":[-0.044138431549072,51.5140641762262]}","""2016-10-17T13:42:14.638+00:00""","[""GROSVENOR STREET"",""GROSVENOR STREET""]"
"""5803b2702c66dcab3d07ac22""","{""type"":""Point"",""coordinates"":[-0.042883157730103,51.5133497534273]}","""2016-10-17T13:41:56.08+00:00""","[""Temple"",""Temple""]"
"""5803b2832c66dcab3d07ac32""","{""type"":""Point"",""coordinates"":[-0.043553709983826,51.513860533486]}","""2016-10-17T13:42:04.435+00:00""","[""PORTLAND ST."",""PORTLAND ST""]"
"""5803b2902c66dcab3d07ac3a""","{""type"":""Point"",""coordinates"":[-0.042840242385864,51.515369471187]}","""2016-10-17T13:46:49.067+00:00""","[""BROMLEY ST."",""BROMLEY ST""]"
"""5803b29b2c66dcab3d07ac44""","{""type"":""Point"",""coordinates"":[-0.041488409042358,51.5138805639598]}","""2016-10-17T13:50:13.581+00:00""","[""BELGRAVE STREET"",""BELGRAVE STREET""]"
"""5803b2ad2c66dcab3d07ac53""","{""type"":""Point"",""coordinates"":[-0.045999884605408,51.5152826752405]}","""2016-10-17T13:42:33.665+00:00""","[""SENRAB ST."",""SENRAB ST""]"
"""5803b2b72c66dcab3d07ac5b""","{""type"":""Point"",""coordinates"":[-0.048118829727173,51.514768572782]}","""2016-10-17T13:38:01.035+00:00""","[""Sch."",""Sch""]"
"""5803b2c42c66dcab3d07ac69""","{""type"":""Point"",""coordinates"":[-0.046976208686829,51.5162140538772]}","""2016-10-17T13:42:42.26+00:00""","[""FAIR STREET"",""FAIR STREET""]"
"""5803b2db2c66dcab3d07ac86""","{""type"":""Point"",""coordinates"":[-0.04095733165741,51.5140141002269]}","""2016-10-17T13:50:02.042+00:00""","[""Guardians Offices"",""Guardians Offices""]"
"""5803b2e02c66dcab3d07ac8a""","{""type"":""Point"",""coordinates"":[-0.040780305862427,51.5134532452744]}","""2016-10-17T13:49:51.895+00:00""","[""Schs."",""Schs""]"
"""5803b2e72c66dcab3d07ac94""","{""type"":""Point"",""coordinates"":[-0.039567947387695,51.5137103046515]}","""2016-10-17T13:49:37.028+00:00""","[""YORK SQ."",""YORK SQ""]"
"""5803b2ef2c66dcab3d07ac9b""","{""type"":""Point"",""coordinates"":[-0.038913488388062,51.5136869356771]}","""2016-10-19T15:56:31.316+00:00""","[""CHASLEY ST."",""HASLEY ST"",""CHASLEY ST""]"
"""5803b2fc2c66dcab3d07aca8""","{""type"":""Point"",""coordinates"":[-0.039047598838806,51.5131127228271]}","""2016-10-17T13:49:12.644+00:00""","[""YORK STREET EAST"",""YORK STREET EAST""]"
"""5803b3072c66dcab3d07acb8""","{""type"":""Point"",""coordinates"":[-0.039310455322266,51.5144981659137]}","""2016-10-17T13:49:44.67+00:00""","[""SALMON LANE"",""SALMON LANE""]"
"""5803b3132c66dcab3d07acc6""","{""type"":""Point"",""coordinates"":[-0.040597915649414,51.5142611412891]}","""2016-10-17T13:50:25.508+00:00""","[""WHITE HORSE STREET"",""WHITE HORSE STREET""]"
"""5803b31d2c66dcab3d07acd2""","{""type"":""Point"",""coordinates"":[-0.041375756263733,51.515816801519]}","""2016-10-17T13:46:36.452+00:00""","[""Chap."",""Chap""]"
"""5803b3252c66dcab3d07acdd""","{""type"":""Point"",""coordinates"":[-0.041826367378235,51.5164844505594]}","""2016-10-17T13:46:31.776+00:00""","[""PUBLIC GARDENS"",""PUBLIC GARDENS""]"
"""5803b32a2c66dcab3d07ace3""","{""type"":""Point"",""coordinates"":[-0.042480826377869,51.5170085481997]}","""2016-10-17T13:46:24.957+00:00""","[""Church"",""Church""]"
"""5803b3322c66dcab3d07aced""","{""type"":""Point"",""coordinates"":[-0.04393994808197,51.5177095610933]}","""2016-10-17T13:43:32.1+00:00""","[""KING JOHN ST."",""KING JOHN ST""]"
"""5803b33b2c66dcab3d07acf9""","{""type"":""Point"",""coordinates"":[-0.046541690826416,51.5176528128318]}","""2016-10-17T13:43:08.349+00:00""","[""TILLOTSON ST."",""TILLOTSON ST""]"
"""5803b3462c66dcab3d07ad05""","{""type"":""Point"",""coordinates"":[-0.045828223228455,51.5176294458801]}","""2016-10-17T13:43:16.386+00:00""","[""COPLEY STREET"",""COPLEY STREET""]"
"""5803b3502c66dc15cf000646""","{""type"":""Point"",""coordinates"":[-0.049148797988892,51.5172889546518]}","""2016-10-17T13:31:17.589+00:00""","[""STEPNEY"",""STEPNEY""]"
"""5803b3652c66dcab3d07ad21""","{""type"":""Point"",""coordinates"":[-0.048483610153198,51.5180233443214]}","""2016-10-17T13:31:36.145+00:00""","[""GOLD ST."",""GOLD ST""]"
"""5803b3742c66dcab3d07ad2b""","{""type"":""Point"",""coordinates"":[-0.048097372055054,51.5182536731876]}","""2016-10-17T13:31:29.252+00:00""","[""WELLESLEY STREET"",""WELLESLEY STREET""]"
"""5803b3972c66dcab3d07ad4d""","{""type"":""Point"",""coordinates"":[-0.038527250289917,51.5175359779533]}","""2016-10-17T13:50:43.38+00:00""","[""ASTON STREET"",""ASTON STREET""]"
"""5803b3a02c66dcab3d07ad5b""","{""type"":""Point"",""coordinates"":[-0.036660432815552,51.5177829999149]}","""2016-10-17T13:50:57.387+00:00""","[""Sch."",""Sch""]"
"""5803b3a72c66dcab3d07ad5f""","{""type"":""Point"",""coordinates"":[-0.036660432815552,51.5170285772893]}","""2016-10-17T13:51:16.487+00:00""","[""Chap."",""Chap""]"
"""5803b3ab2c66dcab3d07ad65""","{""type"":""Point"",""coordinates"":[-0.038301944732666,51.5179031722767]}","""2016-10-17T13:50:53.283+00:00""","[""Ch."",""Ch""]"
"""5803b3b62c66dcab3d07ad6f""","{""type"":""Point"",""coordinates"":[-0.039267539978027,51.5179432296602]}","""2016-10-17T13:46:16.343+00:00""","[""BEN JOHNSON ROAD"",""BEN JOHNSON ROAD""]"
"""5803b3c92c66dcab3d07ad81""","{""type"":""Point"",""coordinates"":[-0.040040016174316,51.5183438015573]}","""2016-10-17T13:46:00.218+00:00""","[""MONTEAGLE ST."",""MONTEAGLE ST""]"
"""5803b4872c66dcab3d07ae7c""","{""type"":""Point"",""coordinates"":[-0.038859844207764,51.5156498877298]}","""2016-10-17T13:46:40.122+00:00""","[""Sch."",""Sch""]"
"""5803bc1d2c66dcab3d07b6b4""","{""type"":""Point"",""coordinates"":[-0.121976137161255,51.5184906770368]}","""2016-10-18T20:05:12.011+00:00""","[""VERNON PL."",""VERNON PL.""]"
"""5803bc9d2c66dcab3d07b722""","{""type"":""Point"",""coordinates"":[-0.119755268096924,51.5178964960427]}","""2016-10-18T20:06:07.045+00:00""","[""Chap."",""Chap.""]"
"""5803bcc42c66dcab3d07b74a""","{""type"":""Point"",""coordinates"":[-0.120055675506592,51.5149321514664]}","""2016-10-27T22:06:43.682+00:00""","[""Sch."",""School"",""Sch.""]"
"""5803bccb2c66dcab3d07b750""","{""type"":""Point"",""coordinates"":[-0.117985010147095,51.5153995158991]}","""2016-10-30T10:40:50.424+00:00""","[""L.B"",""L.B.""]"
"""5803bcd52c66dcab3d07b758""","{""type"":""Point"",""coordinates"":[-0.109970569610596,51.513136092096]}","""2016-10-27T22:06:52.402+00:00""","[""Ch."",""Church"",""Ch.""]"
"""5804c0b52c66dcab3d080a22""","{""type"":""Point"",""coordinates"":[0.0389564037323,51.4827793260684]}","""2016-10-30T15:09:07.92+00:00""","[""FAIRFIELD ROAD"",""FAIRFIELD ROAD""]"
"""5804c0ec2c66dcab3d080a3e""","{""type"":""Point"",""coordinates"":[0.057796239852905,51.4945236808959]}","""2016-10-30T15:05:40.164+00:00""","[""Wharves"",""Wharves""]"
"""5804c0f92c66dcab3d080a41""","{""type"":""Point"",""coordinates"":[0.061004161834717,51.4949511771303]}","""2016-10-30T15:07:02.144+00:00""","[""Dolphin"",""Dolphin""]"
"""5804c1082c66dcab3d080a4c""","{""type"":""Point"",""coordinates"":[0.062227249145508,51.4954120670168]}","""2016-10-30T15:06:55.895+00:00""","[""South Pontoon"",""South Pontoon""]"
"""5804c1132c66dcab3d080a53""","{""type"":""Point"",""coordinates"":[0.06467342376709,51.4951849624377]}","""2016-10-30T15:06:47.26+00:00""","[""Steam Boat Pier"",""Steam Boat Pier""]"
"""5804c11e2c66dcab3d080a59""","{""type"":""Point"",""coordinates"":[0.062828063964844,51.4943967671796]}","""2016-10-30T15:07:07.522+00:00""","[""NILE ST."",""NILE ST""]"
"""5804c1262c66dcab3d080a5f""","{""type"":""Point"",""coordinates"":[0.059856176376343,51.4938690695173]}","""2016-10-30T15:05:46.33+00:00""","[""Smy."",""Smy.""]"
