entryid,gridref,datestamp,transcription
57e525952c66dc43f4000db3,SRID=4326;POINT(0.0493311882019043 51.4891462374595),2016-09-25 15:28:59.286+00,"{Sch.,Sch.}"
57e525a12c66dc43f4000db7,SRID=4326;POINT(0.0452864170074463 51.490301940305),2016-09-26 03:22:44.374+00,"{Sch,ch,Sch.}"
57e525cd2c66dc43f4000dbf,SRID=4326;POINT(0.0525176525115967 51.4915711755707),2016-09-25 15:31:00.698+00,"{""Woolwich Dockyard Station"",""Woolwich Dockyard Station""}"
57e5260a2c66dc43f4000dcb,SRID=4326;POINT(-0.114305019378662 51.5027856714451),2016-09-23 16:43:46.252+00,"{""Waterloo Station"",""Waterloo Station""}"
57e526432c66dc43f4000dd5,SRID=4326;POINT(-0.119905471801758 51.495879631705),2016-09-23 16:44:21.347+00,"{""Lambeth Palace"",""Lambeth Palace""}"
57e526552c66dc43f4000dd7,SRID=4326;POINT(-0.108404159545898 51.4968548226211),2016-09-25 15:48:14.39+00,"{""BETHLEM ROYAL HOSPITAL"",""BETHLEM ROYAL HOSPITAL""}"
57e529af2c66dc43f4000e05,SRID=4326;POINT(0.0537407398223877 51.4902418177579),2016-09-26 03:21:49.927+00,"{Church,Church,Chruch}"
57e52bb52c66dc43f4000e34,SRID=4326;POINT(0.0536227226257324 51.4907895980346),2016-09-25 15:31:11.174+00,"{Sch.,Sch.}"
57e52c542c66dc43f4000e42,SRID=4326;POINT(0.0530970096588135 51.4919786593995),2016-09-25 15:31:06.352+00,"{Chap.,Chap.}"
57e52cdd2c66dc43f4000e48,SRID=4326;POINT(0.0422930717468262 51.4910300848574),2016-09-29 10:01:13.389+00,"{Chapel,Chapel,Chapel}"
57e538982c66dc43f4001152,SRID=4326;POINT(0.0421643257141113 51.4955857344609),2016-10-01 15:53:54.339+00,"{Wharves,Wharves,Wharves}"
57e538be2c66dc43f400115c,SRID=4326;POINT(0.0483441352844238 51.4960532973677),2016-09-26 09:41:20.723+00,"{""Royal Dockyard"",""ROYAL DOCKYARD Now used as WAR DEPARTMENT STORES"",""ROYAL DOCKYARD Now used as WAR DEPARTMENT STORES""}"
57e538cf2c66dc43f4001162,SRID=4326;POINT(0.0338602066040039 51.4952116806822),2016-09-23 14:49:10.256+00,"{""Telegraph Wharf"",""Telegraph Wharf""}"
57e538db2c66dc43f4001164,SRID=4326;POINT(0.0330233573913574 51.4937822326078),2016-09-23 14:48:50.879+00,"{""Paint Works"",""Paint Works""}"
57e538e82c66dc43f4001166,SRID=4326;POINT(0.0367355346679688 51.4923126598216),2016-09-23 14:48:43.34+00,"{""Iron Foundry"",""Iron Foundry""}"
57e53d182c66dc43f400129d,SRID=4326;POINT(0.0299763679504394 51.4929539337724),2016-09-23 14:48:58.341+00,"{""Timber Yard"",""Timber Yard""}"
57e53d5b2c66dc43f40012a9,SRID=4326;POINT(0.0353407859802246 51.4892264027643),2016-09-23 14:39:15.351+00,"{School,School}"
57e53d712c66dc43f40012af,SRID=4326;POINT(0.0270366668701172 51.4939692657458),2016-09-23 14:50:38.389+00,"{Wharves,Wharves}"
57e53d7d2c66dc43f40012b3,SRID=4326;POINT(0.0249123573303223 51.4943834078205),2016-09-23 14:50:49.647+00,"{""Barge Building Works"",""Barge Building Works""}"
57e53e9d2c66dc43f40012f8,SRID=4326;POINT(0.0359201431274414 51.4878502121395),2016-09-23 17:12:17.459+00,"{""NORTH KENT LINE"",""NORTH KENT LINE""}"
57e53ea12c66dc43f40012fc,SRID=4326;POINT(0.0196123123168945 51.4951716033096),2016-09-25 05:52:58.325+00,"{""Angerstein's Wharf"",""Angerstein's Wharf""}"
57e53ea32c66dc43f40012fe,SRID=4326;POINT(0.0332808494567871 51.4859261478476),2016-09-29 10:01:42.038+00,"{CHARLTON,Charlton}"
57e53eb42c66dc43f4001304,SRID=4326;POINT(0.0266289710998535 51.4929272142045),2016-09-23 14:50:30.015+00,"{""Rope Manufactory"",""Rope Manufactory""}"
57e53eca2c66dc43f400130c,SRID=4326;POINT(0.034031867980957 51.485458481067),2016-09-23 18:18:15.053+00,"{""Old Sand & Chalk Pits"",""Old Sand & Chalk Pits""}"
57e53ed62c66dc43f4001310,SRID=4326;POINT(0.03021240234375 51.4871153360555),2016-09-23 17:12:57.132+00,"{""Charlton Junction"",""Charlton Junction""}"
57e53f162c66dc43f400133b,SRID=4326;POINT(0.0391817092895508 51.4823049455641),2016-09-23 17:14:07.946+00,"{Charlton,Charlton}"
57e53f872c66dc43f400136f,SRID=4326;POINT(0.0288176536560059 51.4787502754748),2016-09-23 17:14:48.119+00,"{Rectory,Rectory}"
57e53f902c66dc43f4001373,SRID=4326;POINT(0.0282168388366699 51.4798327419453),2016-09-23 17:14:32.818+00,"{""Little Combe"",""Little Combe""}"
57e53f9d2c66dc43f4001377,SRID=4326;POINT(0.0246548652648926 51.4800198323116),2016-09-23 17:21:00.858+00,"{""East Combe"",""East Combe""}"
57e540ed2c66dc43f40013d6,SRID=4326;POINT(0.02471923828125 51.4926065781688),2016-10-01 13:47:46.072+00,"{B.P,B.P.,B.P}"
57e540f12c66dc43f40013d8,SRID=4326;POINT(0.0246763229370117 51.4922458599329),2016-10-01 13:47:55.606+00,"{B.P,B.P.,B.P}"
57e540f52c66dc43f40013de,SRID=4326;POINT(0.0246548652648926 51.4916713768499),2016-10-01 13:48:06.22+00,"{B.P,B.P.,B.P}"
57e540fc2c66dc43f40013e0,SRID=4326;POINT(0.02471923828125 51.4909632830894),2016-10-01 13:48:12.078+00,"{B.P,B.P.,B.Ps}"
57e541082c66dc43f40013e8,SRID=4326;POINT(0.0261569023132324 51.4907895980346),2016-09-23 17:16:49.364+00,"{""NEW CHARLTON"",""NEW CHARLTON""}"
57e541102c66dc43f40013ec,SRID=4326;POINT(0.0253415107727051 51.4893466504572),2016-09-23 17:20:41.496+00,"{""Union By."",""Union By.""}"
57e5411c2c66dc43f40013f2,SRID=4326;POINT(0.0218009948730469 51.4871955049312),2016-09-23 17:13:15.193+00,"{Schools,Schools}"
57e541252c66dc43f40013f4,SRID=4326;POINT(0.0294613838195801 51.4915110546975),2016-10-01 13:47:33.589+00,"{""ANCHOR & HOPE LANR"",""ANCHOR & HOPE LANE"",""Anchor & Hope Lane""}"
57e541732c66dc43f400141a,SRID=4326;POINT(0.0228524208068848 51.4938356707255),2016-09-23 17:19:58.775+00,"{Wharf,Wharf}"
57e541732c66dc43f400141c,SRID=4326;POINT(0.0243544578552246 51.4947173906239),2016-09-23 18:17:45.228+00,"{""Union By."",""Union By.""}"
57e541732c66dc43f400141e,SRID=4326;POINT(0.0287961959838867 51.4939559062614),2016-09-25 23:22:34.133+00,"{H.W.M.O.T.,H.W.M.O.T,""H. W. M. O. T.""}"
57e5418a2c66dc43f400142e,SRID=4326;POINT(0.0324547290802002 51.486413852381),2016-10-17 12:15:04.15+00,"{""CEDAR GROVE"",""CEDAR GROVE""}"
57e541912c66dc43f4001432,SRID=4326;POINT(0.0288069248199463 51.4858192530063),2016-09-29 10:02:06.194+00,"{""DELAFIELD ROAD"",""Delafield Road""}"
57e5419d2c66dc43f4001438,SRID=4326;POINT(0.0296115875244141 51.4852780940269),2016-09-29 10:02:39.529+00,"{""SUNDORNE ROAD"",""Sundorne Road""}"
57e541a82c66dc43f4001440,SRID=4326;POINT(0.0306522846221924 51.4834541405366),2016-09-29 10:02:57.929+00,"{""WELLINGTON ROAD"",""Wellington Road""}"
57e541b62c66dc43f400144c,SRID=4326;POINT(0.0268006324768066 51.4838683781351),2016-09-29 10:03:22.571+00,"{""CALYDON RD"",Schs.,""Calydon Rd.""}"
57e541bc2c66dc43f4001450,SRID=4326;POINT(0.0265538692474365 51.4842558873207),2016-10-01 13:52:28.686+00,"{Schs.,Schs.}"
57e541c52c66dc43f4001456,SRID=4326;POINT(0.0240540504455566 51.4838884217944),2016-09-23 17:26:50.304+00,"{""Sand Pit"",""Sand Pit""}"
57e541cf2c66dc43f400145e,SRID=4326;POINT(0.023421049118042 51.485084344189),2016-09-23 17:26:26.803+00,"{""Victoria Works"",""Victoria Works""}"
57e541d62c66dc43f4001464,SRID=4326;POINT(0.0216507911682129 51.4845832632045),2016-10-01 13:50:52.674+00,"{""Old Gravel Pits"",""Old Chalk Pits"",""Old Chalk Pits""}"
57e541f32c66dc43f4001474,SRID=4326;POINT(0.0257706642150879 51.4771799852387),2016-09-26 16:34:44.29+00,"{""BOWATER PLACE"",""BOWATER PLACE""}"
57e541f92c66dc43f4001478,SRID=4326;POINT(0.025019645690918 51.4777212403193),2016-09-26 16:34:56.269+00,"{""LYVEDEN ROAD"",""LYVEDEN ROAD""}"
57e542072c66dc43f400147e,SRID=4326;POINT(0.0226163864135742 51.4775608691131),2016-09-29 10:06:53.609+00,"{""CRAIGERNE ROAD"",""Craigerne Road""}"
57e542112c66dc43f4001486,SRID=4326;POINT(0.0224983692169189 51.4766854996742),2016-09-29 10:07:13.146+00,"{""DORNBERG ROAD"",""Dornberg Road""}"
57e5421e2c66dc43f400148e,SRID=4326;POINT(0.0223588943481445 51.4764983956303),2016-09-29 10:05:45.263+00,"{""OLD DOVER ROAD"",""Old Dover Road""}"
57e542382c66dc43f40014a4,SRID=4326;POINT(0.0244724750518799 51.4760373145317),2016-09-29 10:07:38.219+00,"{""WOODLANDS ROAD"",""Woodlands Road""}"
57e542492c66dc43f40014b0,SRID=4326;POINT(0.025094747543335 51.4772501482966),2016-09-29 10:06:12.976+00,"{""LIZBAN STREET"",""Lizban Street""}"
57e542582c66dc43f40014b8,SRID=4326;POINT(0.0240808725357056 51.4765719008819),2016-09-29 10:05:55.907+00,"{Chap.,Chap.}"
57e542642c66dc43f40014be,SRID=4326;POINT(0.0239092111587524 51.4776677833132),2016-09-29 10:06:28.718+00,"{""BANCHORY ROAD"",""Banchory Road""}"
57e542772c66dc43f40014c8,SRID=4326;POINT(0.0245743989944458 51.4790375993265),2016-09-30 16:44:20.966+00,"{""FURZEFIELD ROAD"",""FURZEFIELD ROAD""}"
57e542842c66dc43f40014ce,SRID=4326;POINT(0.026017427444458 51.4791846015274),2016-09-30 16:44:42.127+00,"{""COUTHURST ROAD"",""COUTHURST ROAD""}"
57e542922c66dc43f40014d6,SRID=4326;POINT(0.0252985954284668 51.4791044185675),2016-09-30 16:44:31.252+00,"{""HASSENDEN ROAD"",""HASSENDEAN ROAD""}"
57e542ac2c66dc43f40014e8,SRID=4326;POINT(0.0288283824920654 51.4812626274053),2016-09-23 17:14:18.908+00,"{Bramhope,Bramhope}"
57e542be2c66dc43f40014f2,SRID=4326;POINT(0.0212967395782471 51.4856789531469),2016-09-27 02:19:15.365+00,"{""GURDON ROAD"",""GURDON ROAD""}"
57e542c62c66dc43f40014f6,SRID=4326;POINT(0.0175952911376953 51.4858392958082),2016-09-27 02:18:54.799+00,"{""FARMDALE ROAD"",""FARMDALE ROAD""}"
57e542d02c66dc43f40014fc,SRID=4326;POINT(0.015256404876709 51.4853248611059),2016-09-27 02:18:35.437+00,"{""HALSTOW ROAD"",""HALSTOW ROAD""}"
57e542e02c66dc43f4001502,SRID=4326;POINT(0.0170695781707764 51.4860063188141),2016-09-27 02:19:04.531+00,"{""COMBEDALE ROAD"",""COMBEDALE ROAD""}"
57e542ea2c66dc43f4001508,SRID=4326;POINT(0.0158357620239258 51.4843828292689),2016-09-27 02:18:27.151+00,"{""ORMISTON ROAD"",""ORMISTON ROAD""}"
57e542f92c66dc43f4001514,SRID=4326;POINT(0.0174343585968018 51.4845699009695),2016-09-23 17:26:05.622+00,"{""Westcombe Park Sta."",""Westcombe Park Sta.""}"
57e543002c66dc43f4001516,SRID=4326;POINT(0.0142264366149902 51.4850175337092),2016-09-24 10:15:18.025+00,"{School,School}"
57e543092c66dc43f400151e,SRID=4326;POINT(0.0127673149108887 51.484536495365),2016-09-24 10:13:24.322+00,"{CEMETERY,CEMETERY}"
57e543152c66dc43f4001526,SRID=4326;POINT(0.0161898136138916 51.4857658054917),2016-09-27 02:18:45.683+00,"{""KEMSING ROAD"",""KEMSING ROAD""}"
57e543342c66dc43f4001530,SRID=4326;POINT(0.0117480754852295 51.4835142720343),2016-09-24 10:13:10.108+00,"{""S.E.R. GREENWICH & WOOLWICH LINE"",""GREENWICH & WOOLWICH LINE""}"
57e5433d2c66dc43f4001534,SRID=4326;POINT(0.0129604339599609 51.4829463602825),2016-09-30 16:43:12.907+00,"{""HUMBER ROAD"",""HUMBER ROAD""}"
57e5434c2c66dc43f400153c,SRID=4326;POINT(0.0149023532867432 51.4800465594442),2016-09-26 22:18:49.041+00,"{""BEACONSFIELD ROAD"",""Beaconsfield Road""}"
57e543522c66dc43f4001540,SRID=4326;POINT(0.0126063823699951 51.4795053319576),2016-09-26 22:18:21.02+00,"{""HARDY ROAD"",""Hardy Road""}"
57e543602c66dc43f4001542,SRID=4326;POINT(0.0165438652038574 51.4794585589103),2016-09-30 16:43:46.516+00,"{""MYCENAE ROAD"",""MYCENAE ROAD"",""Mycene Road""}"
57e543732c66dc43f4001544,SRID=4326;POINT(0.014033317565918 51.4785765438956),2016-09-30 16:44:02.975+00,"{""VANBRUGH PARK ROAD"",""VANBRUGH PARK ROAD E."",""VANBURGH PARK ROAD""}"
57e5438e2c66dc43f4001546,SRID=4326;POINT(0.0063621997833252 51.479251420553),2016-09-24 19:00:10.221+00,"{""VANBRUGH FIELDS"",""VANBRUGH FIELDS""}"
57e5439b2c66dc43f4001548,SRID=4326;POINT(0.00328302383422852 51.4811289951493),2016-09-23 17:25:20.24+00,"{""Maze Hill House"",""Maze Hill House""}"
57e55af62c66dc43f4001e6b,SRID=4326;POINT(-0.0732779502868652 51.5076072567021),2016-09-26 03:14:51.613+00,"{""Katharine West Dock"",""Katharine West Dock""}"
57e55afc2c66dc43f4001e72,SRID=4326;POINT(-0.0722050666809082 51.5068860547926),2016-09-26 03:14:27.067+00,"{Basin,Basin}"
57e55b012c66dc43f4001e75,SRID=4326;POINT(-0.0705099105834961 51.5076339676647),2016-09-26 03:15:02.553+00,"{Docks,Docks}"
57e55b052c66dc43f4001e7b,SRID=4326;POINT(-0.0706601142883301 51.5073000795067),2016-09-26 03:15:14.615+00,"{""East Dock"",""East Dock""}"
57e55b0c2c66dc43f4001e7d,SRID=4326;POINT(-0.0749731063842773 51.5055504655568),2016-09-26 03:14:14.298+00,"{""Tower Bridge"",""Tower Bridge""}"
57e55b142c66dc43f4001e81,SRID=4326;POINT(-0.0793933868408203 51.5057641624653),2016-09-26 03:15:51.848+00,"{""Pickle Herring Stairs"",""Pickle Herring Stairs""}"
57e55b192c66dc43f4001e85,SRID=4326;POINT(-0.079200267791748 51.5066322958503),2016-09-26 03:15:31.604+00,"{""Tower Subway"",""Tower Subway""}"
57e55bc82c66dc43f4001ee1,SRID=4326;POINT(-0.120313167572021 51.5018506789593),2016-09-26 19:18:37.051+00,"{Jetty,Jetty,Jetty}"
57e55bcf2c66dc43f4001ee6,SRID=4326;POINT(-0.121171474456787 51.5011160285484),2016-09-26 19:18:46.98+00,"{""Flour Mill"",""Flour Mill"",""Flour Mill""}"
57e55bdf2c66dc43f4001eee,SRID=4326;POINT(-0.122072696685791 51.4969082571368),2016-09-25 15:47:55.313+00,"{""Medical School"",""Medical School""}"
57e5631f2c66dc43f400218f,SRID=4326;POINT(0.0368642807006836 51.4775074119191),2016-09-26 16:34:28.411+00,"{""BULL PITS"",""BULL PITS""}"
57e5632a2c66dc43f4002195,SRID=4326;POINT(0.0336670875549316 51.4762511498237),2016-09-26 16:33:44.778+00,"{Lodge,lODGE}"
57e565162c66dc43f4002275,SRID=4326;POINT(0.0181317329406738 51.4812024929385),2016-09-25 15:31:51.943+00,"{Ch.,Ch.}"
57e5652e2c66dc43f4002281,SRID=4326;POINT(0.0190651416778564 51.4809619542786),2016-09-25 15:31:47.707+00,"{Ch.,Ch.}"
57e565902c66dc43f40022af,SRID=4326;POINT(0.00242471694946289 51.4830799872134),2016-09-25 05:27:17.786+00,"{""Maze Hill Station"",""Maze Hill Station""}"
57e6489e2c66dc2af0000030,SRID=4326;POINT(0.0142908096313477 51.497175428776),2016-09-25 05:51:39.489+00,"{Mud,Mud}"
57e648d12c66dc2af0000033,SRID=4326;POINT(0.0111794471740723 51.4993928929394),2016-09-25 05:50:00.821+00,"{""Chemical Works"",""Chemical Works""}"
57e648e22c66dc2af0000035,SRID=4326;POINT(0.00873327255249023 51.5015434629555),2016-09-26 03:19:29.247+00,"{H.W.M.O.T.,""H.W.M.O.T,"",""H. W. M. O. T.""}"
57e648ec2c66dc2af0000037,SRID=4326;POINT(0.00886201858520508 51.5023983197427),2016-09-25 05:50:16.38+00,"{Jetty,Jetty}"
57e648f92c66dc2af000003a,SRID=4326;POINT(0.00105142593383789 51.5051097125178),2016-09-25 05:49:42.527+00,"{""Blackwall Point"",""Blackwall Point""}"
57e649052c66dc2af000003c,SRID=4326;POINT(-0.00113725662231445 51.5047223805701),2016-09-25 05:49:35.453+00,"{""Shipbuilding Yard"",""Shipbuilding Yard""}"
57e649112c66dc2af000003e,SRID=4326;POINT(-8.58306884765625e-05 51.5040545591353),2016-09-25 05:49:49.509+00,"{""DRY DOCK"",""DRY DOCK""}"
57e6491b2c66dc2af0000040,SRID=4326;POINT(-0.00225305557250977 51.5035603649725),2016-09-25 05:49:15.218+00,"{Jetty,Jetty}"
57e649252c66dc2af0000042,SRID=4326;POINT(-0.0040125846862793 51.5031463062773),2016-09-25 05:49:23.359+00,"{""Ordnance Wharf"",""Ordnance Wharf""}"
57e649332c66dc2af0000044,SRID=4326;POINT(-0.00156641006469727 51.5013831755226),2016-09-25 05:50:25.171+00,"{""Shipbuilding Yard"",""Shipbuilding Yard""}"
57e649452c66dc2af0000046,SRID=4326;POINT(-0.00351905822753906 51.5005149421307),2016-09-25 05:46:29.945+00,"{""Thames Police Sta."",""Thames Police Sta.""}"
57e6494e2c66dc2af0000049,SRID=4326;POINT(-0.000987052917480469 51.4997669124059),2016-09-25 05:46:41.018+00,"{""Oil MIlls"",""Oil Mills""}"
57e649692c66dc2af000004b,SRID=4326;POINT(0.00109434127807617 51.5017571786556),2016-09-25 05:49:10.199+00,"{""South Metropolitan Gas Works"",""South Metropolitan Gas Works""}"
57e6497c2c66dc2af000004d,SRID=4326;POINT(-0.000879764556884766 51.4987784257239),2016-09-25 05:46:52.562+00,"{""Wood Paving Works"",""Wood Paving Works""}"
57e6498d2c66dc2af000004f,SRID=4326;POINT(0.0101494789123535 51.4970284845683),2016-09-25 05:51:35.98+00,"{""River Terrace"",""River Terrace""}"
57e649aa2c66dc2af0000051,SRID=4326;POINT(-0.00360488891601562 51.4972155043868),2016-09-25 05:47:03.599+00,"{""Sussex Wharf"",""Sussex Wharf""}"
57e649b92c66dc2af0000053,SRID=4326;POINT(-0.00366926193237305 51.4968013880427),2016-09-25 05:47:18.159+00,"{""Thames Silicated Stone Works"",""Thames Silicated Stone Works""}"
57e649c42c66dc2af0000055,SRID=4326;POINT(-0.00287532806396484 51.4957727601991),2016-09-25 05:47:24.231+00,"{""Victoria Works"",""Victoria Works""}"
57e649ce2c66dc2af0000059,SRID=4326;POINT(-0.00152349472045898 51.4945170012355),2016-09-25 05:47:32.255+00,"{""Boiler Works"",""Boiler Works""}"
57e649d92c66dc2af000005b,SRID=4326;POINT(-0.00107288360595703 51.4936753561844),2016-09-25 05:47:38.986+00,"{""Telegraph Works"",""Telegraph Works""}"
57e649e62c66dc2af000005d,SRID=4326;POINT(0.0006866455078125 51.4934081640296),2016-09-25 05:48:24.316+00,"{Wharf,Wharf}"
57e649ed2c66dc2af000005f,SRID=4326;POINT(0.00130891799926758 51.4925664985057),2016-09-25 05:48:19.298+00,"{Pier,Pier}"
57e649fd2c66dc2af0000061,SRID=4326;POINT(8.58306884765625e-05 51.4920855398008),2016-09-25 05:47:50.999+00,"{""Thames Soap & Candle Works"",""Thames Soap & Candle Works""}"
57e64a082c66dc2af0000063,SRID=4326;POINT(0.00201702117919922 51.4906426332405),2016-09-25 05:47:54.663+00,"{Mud,Mud}"
57e64a152c66dc2af0000065,SRID=4326;POINT(0.00141620635986328 51.4901883754273),2016-09-25 05:47:58.789+00,"{Wharf,Wharf}"
57e64a1d2c66dc2af0000068,SRID=4326;POINT(0.00570774078369141 51.490468946964),2016-09-25 05:48:09.334+00,"{""Telegraph Works"",""Telegraph Works""}"
57e64a2d2c66dc2af000006a,SRID=4326;POINT(0.0106644630432129 51.4933948043808),2016-09-25 05:52:18.068+00,"{""Ammunition Works"",""Ammunition Works""}"
57e64a362c66dc2af000006c,SRID=4326;POINT(0.0130033493041992 51.490108211814),2016-09-25 05:52:31.537+00,"{""Ammunition Works"",""Ammunition Works""}"
57e64a412c66dc2af0000070,SRID=4326;POINT(0.0145697593688965 51.490615912318),2016-09-25 05:52:24.69+00,"{Magazines,Magazines}"
57e64a502c66dc2af0000073,SRID=4326;POINT(0.0107717514038086 51.4929672935504),2016-09-25 05:52:05.911+00,"{""GREENWICH MARSHES"",""Ammunition Works""}"
57e64a682c66dc2af0000077,SRID=4326;POINT(0.00670552253723145 51.4952250397986),2016-09-25 05:48:46.479+00,"{""Sun Sch."",""Sun. Sch""}"
57e64a702c66dc2af0000079,SRID=4326;POINT(0.00674843788146973 51.4947474489562),2016-09-25 05:48:36.205+00,"{School,School}"
57e64c232c66dc2af00000d8,SRID=4326;POINT(0.00470995903015137 51.4946940119073),2016-09-25 05:48:30.584+00,"{Church,Church}"
57e64c542c66dc2af00000e0,SRID=4326;POINT(0.014805793762207 51.4880239083924),2016-09-25 15:28:21.671+00,"{MAGAZINES,Magazines}"
57e64c7b2c66dc2af00000ee,SRID=4326;POINT(0.0199770927429199 51.4879838247005),2016-09-25 15:28:14.078+00,"{""ANGERSTEIN'S BRANCH"",""ANGERSTEIN'S BRANCH""}"
57e64ca12c66dc2af00000f9,SRID=4326;POINT(0.0191617012023926 51.4887186867868),2016-09-24 09:51:29.164+00,{S.E.R}
57e64cab2c66dc2af00000fe,SRID=4326;POINT(0.0171017646789551 51.4904823074703),2016-09-25 05:52:38.507+00,"{F.B.,F.B.}"
57e64cc72c66dc2af0000104,SRID=4326;POINT(0.0190544128417969 51.4900280480597),2016-09-25 05:52:43.084+00,"{S.P.,S.P}"
57e6cd6f2c66dca968000020,SRID=4326;POINT(-0.00670552253723145 51.4786433638121),2016-09-25 05:26:18.455+00,"{GREENWICH,GREENWICH}"
57e6cd772c66dca968000024,SRID=4326;POINT(-0.00610470771789551 51.4793850583106),2016-09-25 05:26:08.857+00,"{GREENWICH,GREENWICH}"
57e6cd8d2c66dca968000028,SRID=4326;POINT(-0.00457048416137695 51.4782958991776),2016-09-25 15:33:02.489+00,"{""Greenwich Castle (Site of)"",""Greenwich Castle (Site of)"",""Greenich Castle (Site of)""}"
57e6cdf72c66dca96800003a,SRID=4326;POINT(0.0023496150970459 51.473237316182),2016-09-25 05:39:34.053+00,"{Lodge,Lodge}"
57e6ce1e2c66dca968000044,SRID=4326;POINT(-0.000193119049072266 51.4772401250092),2016-09-25 05:26:44.961+00,"{""Magnetic Observatory"",""Magnetic Observatory""}"
57e6ce352c66dca968000048,SRID=4326;POINT(-0.00365853309631348 51.4808617294625),2016-09-25 05:25:24.958+00,"{""The Queen's House"",""The Queen's House""}"
57e6ce3d2c66dca96800004c,SRID=4326;POINT(-0.00149130821228027 51.4813494881618),2016-09-25 05:27:04.076+00,"{Vicarage,Vicarage}"
57e6ce482c66dca968000052,SRID=4326;POINT(0.000289678573608398 51.4820042793093),2016-09-25 05:27:08.93+00,"{Chapel,Chapel}"
57e7608d2c66dcb42a00156e,SRID=4326;POINT(-0.00530004501342773 51.470847046392),2016-10-03 15:41:55.915+00,"{""Supposed ROMAN CAMP"",""Supposed Roman Camp""}"
57e7609c2c66dcb42a001572,SRID=4326;POINT(-0.00568628311157227 51.4693767343492),2016-09-27 00:02:30.272+00,"{F.P.,F.P.}"
57e761312c66dcb42a001587,SRID=4326;POINT(0.00461339950561523 51.4720232619103),2016-11-04 15:49:51.403+00,"{""Old Gravel Pit"",""Old Gravel Pit""}"
57e7619c2c66dcb42a001599,SRID=4326;POINT(0.00381946563720703 51.4681870835636),2016-09-25 15:35:35.186+00,"{P.O.,P.O.}"
57e762802c66dcb42a0015c5,SRID=4326;POINT(-0.00118017196655273 51.4755650913945),2016-09-25 15:33:41.396+00,"{""GREAT CROSS AVENUE"",""GREAT CROSS AVENUE""}"
57e7628d2c66dcb42a0015c7,SRID=4326;POINT(0.000257492065429688 51.4762867889585),2016-09-25 15:34:37.453+00,"{""BLACKHEATH AVENUE"",""BLACKHEATH AVENUE""}"
57e7629a2c66dcb42a0015c9,SRID=4326;POINT(0.0035405158996582 51.4749369379243),2016-09-25 15:34:50.547+00,"{""BOWER AVENUE"",""BOWER AVENUE""}"
57e762a22c66dcb42a0015cb,SRID=4326;POINT(0.000793933868408203 51.4761932362147),2016-09-30 16:45:10.306+00,"{""CROSS AVENUE"",""CROSS AVENUE""}"
57e762b02c66dcb42a0015cd,SRID=4326;POINT(-0.000729560852050781 51.4798683782818),2016-09-25 15:32:47.988+00,"{""LOVER'S WALK"",""LOVER'S WALK""}"
57e762ba2c66dcb42a0015cf,SRID=4326;POINT(-0.000236034393310547 51.4801490133241),2016-09-25 15:32:39.405+00,"{""CROSS AVENUE"",""CROSS AVENUE""}"
57e762d92c66dcb42a0015d1,SRID=4326;POINT(-0.00572919845581055 51.4776232357773),2016-09-25 15:33:26.229+00,"{""CONDUIT AVENUE"",""CONDUIT AVENUE""}"
57e762f12c66dcb42a0015d3,SRID=4326;POINT(-0.00300407409667969 51.4739211820954),2016-09-25 15:34:17.228+00,"{""CHESTERFIELD WALK"",""CHESTERFIELD WALK""}"
57e763942c66dcb42a0015e3,SRID=4326;POINT(-0.00201702117919922 51.482875092443),2016-09-25 15:45:43.254+00,"{P.H.,P.H.}"
57e7639a2c66dcb42a0015e5,SRID=4326;POINT(-0.00362634658813477 51.4827681904493),2016-09-25 15:45:38.886+00,"{Hall,Hall}"
57e763a32c66dcb42a0015e7,SRID=4326;POINT(-0.00656604766845703 51.481659067478),2016-09-29 09:55:47.378+00,"{""ROMNEY ROAD"",""Romney Road""}"
